Color_Name,Color_Name_Readable,Hex,R,G,B,LAB(OpenCV)
redbrown,redbrown,#863c2c,134,60,44,[ 89 158 153]
redbrown,redbrown,#843d34,132,61,52,[ 89 158 148]
redbrown,redbrown,#7f2b10,127,43,16,[ 77 163 163]
redbrown,redbrown,#7e2b19,126,43,25,[ 77 163 158]
redbrown,redbrown,#783019,120,48,25,[ 76 158 158]
redbrown,redbrown,#7d2b22,125,43,34,[ 76 163 152]
redbrown,redbrown,#783121,120,49,33,[ 77 158 153]
redbrown,redbrown,#773129,119,49,41,[ 77 158 148]
redbrown,redbrown,#711e00,113,30,0,[ 64 164 164]
paleyellow,paleyellow,#ffff7b,255,255,123,[249 111 190]
paleyellow,paleyellow,#ffff7b,255,255,123,[249 111 190]
paleyellow,paleyellow,#ffff86,255,255,134,[250 112 185]
paleyellow,paleyellow,#ffff86,255,255,134,[250 112 185]
paleyellow,paleyellow,#ffff91,255,255,145,[250 113 180]
paleyellow,paleyellow,#ffff9b,255,255,155,[250 114 176]
paleyellow,paleyellow,#ffffa6,255,255,166,[251 115 171]
paleyellow,paleyellow,#ffffa6,255,255,166,[251 115 171]
paleyellow,paleyellow,#ffffb0,255,255,176,[251 116 166]
paleyellow,paleyellow,#ffffb0,255,255,176,[251 116 166]
paleyellow,paleyellow,#ffffba,255,255,186,[252 118 161]
paleyellow,paleyellow,#faf679,250,246,121,[242 113 188]
paleyellow,paleyellow,#fff384,255,243,132,[242 118 183]
paleyellow,paleyellow,#f7f683,247,246,131,[242 113 183]
paleyellow,paleyellow,#eef983,238,249,131,[242 108 183]
paleyellow,paleyellow,#fff18f,255,241,143,[241 120 177]
paleyellow,paleyellow,#fef48e,254,244,142,[243 118 178]
paleyellow,paleyellow,#f5f78e,245,247,142,[243 113 178]
paleyellow,paleyellow,#fcf498,252,244,152,[243 118 173]
paleyellow,paleyellow,#f3f798,243,247,152,[243 113 173]
plum,plum,#75435b,117,67,91,[ 90 153 123]
plum,plum,#6a3747,106,55,71,[ 77 152 128]
plum,plum,#6e334f,110,51,79,[ 77 158 123]
plum,plum,#68374f,104,55,79,[ 77 153 123]
plum,plum,#6c3357,108,51,87,[ 77 158 118]
plum,plum,#653857,101,56,87,[ 77 153 118]
plum,plum,#612744,97,39,68,[ 64 158 123]
plum,plum,#5b2c43,91,44,67,[ 64 153 123]
plum,plum,#553043,85,48,67,[ 64 148 123]
plum,plum,#65224b,101,34,75,[ 64 163 118]
plum,plum,#5f274b,95,39,75,[ 63 159 118]
plum,plum,#592c4b,89,44,75,[ 64 154 118]
plum,plum,#5a1438,90,20,56,[ 51 163 123]
plum,plum,#521c3f,82,28,63,[ 51 158 118]
plum,plum,#480f2d,72,15,45,[ 38 158 123]
plum,plum,#510035,81,0,53,[ 40 167 118]
plum,plum,#4c0634,76,6,52,[ 38 163 118]
plum,plum,#460f34,70,15,52,[ 38 158 118]
plum,plum,#410023,65,0,35,[ 27 161 124]
plum,plum,#300019,48,0,25,[ 16 155 124]
offwhite,offwhite,#ffffce,255,255,206,[252 120 152]
offwhite,offwhite,#ffffd8,255,255,216,[253 122 147]
offwhite,offwhite,#fbffd8,251,255,216,[252 120 146]
offwhite,offwhite,#fffee2,255,254,226,[253 124 142]
offwhite,offwhite,#ffffe2,255,255,226,[254 123 142]
offwhite,offwhite,#f7ffe2,247,255,226,[252 120 141]
offwhite,offwhite,#fffeec,255,254,236,[253 125 137]
offwhite,offwhite,#fdffeb,253,255,235,[254 124 137]
offwhite,offwhite,#f3ffeb,243,255,235,[252 121 136]
offwhite,offwhite,#fffff5,255,255,245,[255 126 133]
offwhite,offwhite,#f9fff5,249,255,245,[253 124 132]
offwhite,offwhite,#fffcff,255,252,255,[253 130 127]
offwhite,offwhite,#ffffff,255,255,255,[255 128 128]
offwhite,offwhite,#fffcff,255,252,255,[253 130 127]
offwhite,offwhite,#faffff,250,255,255,[254 126 127]
offwhite,offwhite,#f3f3d4,243,243,212,[243 123 143]
offwhite,offwhite,#e9f5d3,233,245,211,[242 118 143]
offwhite,offwhite,#f9f0dd,249,240,221,[243 128 138]
offwhite,offwhite,#eff3dd,239,243,221,[242 123 138]
offwhite,offwhite,#f5f0e7,245,240,231,[242 128 133]
pinkpurple,pinkpurple,#ffa4ff,255,164,255,[202 175  97]
pinkpurple,pinkpurple,#e962ff,233,98,255,[164 201  73]
pinkpurple,pinkpurple,#d867be,216,103,190,[153 183 103]
pinkpurple,pinkpurple,#d568c6,213,104,198,[153 183  98]
pinkpurple,pinkpurple,#d963cf,217,99,207,[153 188  93]
pinkpurple,pinkpurple,#e456d8,228,86,216,[153 198  88]
pinkpurple,pinkpurple,#e057e1,224,87,225,[153 198  83]
pinkpurple,pinkpurple,#dc58ea,220,88,234,[153 198  78]
pinkpurple,pinkpurple,#df51f3,223,81,243,[153 203  73]
pinkpurple,pinkpurple,#c56396,197,99,150,[141 173 118]
pinkpurple,pinkpurple,#c2639f,194,99,159,[140 173 113]
pinkpurple,pinkpurple,#c65fa7,198,95,167,[141 178 108]
pinkpurple,pinkpurple,#ca5ab0,202,90,176,[141 183 103]
pinkpurple,pinkpurple,#c25fb0,194,95,176,[140 178 103]
pinkpurple,pinkpurple,#d54db9,213,77,185,[140 193  98]
pinkpurple,pinkpurple,#ce54b9,206,84,185,[141 188  98]
pinkpurple,pinkpurple,#d547ca,213,71,202,[140 198  88]
pinkpurple,pinkpurple,#bf4b9a,191,75,154,[128 183 108]
pinkpurple,pinkpurple,#b8519a,184,81,154,[128 178 108]
pinkpurple,pinkpurple,#bf46ab,191,70,171,[128 188  98]
darkyellow,darkyellow,#dcb500,220,181,0,[191 128 205]
darkyellow,darkyellow,#d4b800,212,184,0,[191 123 205]
darkyellow,darkyellow,#ccbb00,204,187,0,[192 118 205]
darkyellow,darkyellow,#d3b810,211,184,16,[191 123 203]
darkyellow,darkyellow,#cbbb0d,203,187,13,[191 118 203]
darkyellow,darkyellow,#d2b827,210,184,39,[191 123 198]
darkyellow,darkyellow,#cabb26,202,187,38,[191 118 198]
darkyellow,darkyellow,#cca800,204,168,0,[179 128 201]
darkyellow,darkyellow,#c4ab00,196,171,0,[179 123 201]
darkyellow,darkyellow,#bcae00,188,174,0,[179 118 200]
darkyellow,darkyellow,#cba815,203,168,21,[179 128 198]
darkyellow,darkyellow,#c3ab13,195,171,19,[179 123 198]
darkyellow,darkyellow,#bbae11,187,174,17,[179 118 198]
darkyellow,darkyellow,#c2ab27,194,171,39,[179 123 193]
darkyellow,darkyellow,#c39800,195,152,0,[166 133 197]
darkyellow,darkyellow,#bc9b00,188,155,0,[166 128 197]
darkyellow,darkyellow,#b49e00,180,158,0,[166 123 196]
darkyellow,darkyellow,#aca000,172,160,0,[166 118 196]
darkyellow,darkyellow,#bb9b17,187,155,23,[166 128 193]
darkyellow,darkyellow,#b39e15,179,158,21,[166 123 193]
lightyellow,lightyellow,#ffff6f,255,255,111,[249 110 195]
lightyellow,lightyellow,#ffff7b,255,255,123,[249 111 190]
lightyellow,lightyellow,#ffff7b,255,255,123,[249 111 190]
lightyellow,lightyellow,#ffff86,255,255,134,[250 112 185]
lightyellow,lightyellow,#ffff86,255,255,134,[250 112 185]
lightyellow,lightyellow,#ffff91,255,255,145,[250 113 180]
lightyellow,lightyellow,#ffff9b,255,255,155,[250 114 176]
lightyellow,lightyellow,#ffffa6,255,255,166,[251 115 171]
lightyellow,lightyellow,#ffffa6,255,255,166,[251 115 171]
lightyellow,lightyellow,#ffffb0,255,255,176,[251 116 166]
lightyellow,lightyellow,#ffffb0,255,255,176,[251 116 166]
lightyellow,lightyellow,#fff379,255,243,121,[241 117 187]
lightyellow,lightyellow,#faf679,250,246,121,[242 113 188]
lightyellow,lightyellow,#f0f978,240,249,120,[242 108 188]
lightyellow,lightyellow,#fff384,255,243,132,[242 118 183]
lightyellow,lightyellow,#f7f683,247,246,131,[242 113 183]
lightyellow,lightyellow,#eef983,238,249,131,[242 108 183]
lightyellow,lightyellow,#fef48e,254,244,142,[243 118 178]
lightyellow,lightyellow,#f5f78e,245,247,142,[243 113 178]
lightyellow,lightyellow,#f3f798,243,247,152,[243 113 173]
mustardyellow,mustardyellow,#dac925,218,201,37,[204 118 203]
mustardyellow,mustardyellow,#e1c637,225,198,55,[204 123 198]
mustardyellow,mustardyellow,#d9c937,217,201,55,[204 118 198]
mustardyellow,mustardyellow,#ccbb00,204,187,0,[192 118 205]
mustardyellow,mustardyellow,#c4be00,196,190,0,[192 113 204]
mustardyellow,mustardyellow,#d3b810,211,184,16,[191 123 203]
mustardyellow,mustardyellow,#cbbb0d,203,187,13,[191 118 203]
mustardyellow,mustardyellow,#c3be0b,195,190,11,[192 113 203]
mustardyellow,mustardyellow,#d2b827,210,184,39,[191 123 198]
mustardyellow,mustardyellow,#cabb26,202,187,38,[191 118 198]
mustardyellow,mustardyellow,#d1b837,209,184,55,[191 123 193]
mustardyellow,mustardyellow,#cca800,204,168,0,[179 128 201]
mustardyellow,mustardyellow,#c4ab00,196,171,0,[179 123 201]
mustardyellow,mustardyellow,#bcae00,188,174,0,[179 118 200]
mustardyellow,mustardyellow,#cba815,203,168,21,[179 128 198]
mustardyellow,mustardyellow,#c3ab13,195,171,19,[179 123 198]
mustardyellow,mustardyellow,#bbae11,187,174,17,[179 118 198]
mustardyellow,mustardyellow,#c2ab27,194,171,39,[179 123 193]
mustardyellow,mustardyellow,#bc9b00,188,155,0,[166 128 197]
mustardyellow,mustardyellow,#b49e00,180,158,0,[166 123 196]
brightred,brightred,#ff1400,255,20,0,[137 206 195]
brightred,brightred,#ff2a00,255,42,0,[140 203 196]
brightred,brightred,#ff150f,255,21,15,[137 207 191]
brightred,brightred,#ff2a0d,255,42,13,[140 203 193]
brightred,brightred,#ff151d,255,21,29,[138 207 187]
brightred,brightred,#fe2b1c,254,43,28,[140 203 188]
brightred,brightred,#ff1628,255,22,40,[138 207 182]
brightred,brightred,#fe2b27,254,43,39,[140 203 183]
brightred,brightred,#ff1732,255,23,50,[138 207 177]
brightred,brightred,#fd2b31,253,43,49,[140 203 178]
brightred,brightred,#ff173b,255,23,59,[138 207 172]
brightred,brightred,#ff1844,255,24,68,[139 207 167]
brightred,brightred,#f40000,244,0,0,[130 205 193]
brightred,brightred,#ee0c00,238,12,0,[128 203 192]
brightred,brightred,#f30010,243,0,16,[130 205 188]
brightred,brightred,#ee0d0e,238,13,14,[128 203 188]
brightred,brightred,#f3001d,243,0,29,[130 205 184]
brightred,brightred,#f30027,243,0,39,[130 206 179]
brightred,brightred,#f20030,242,0,48,[130 206 174]
brightred,brightred,#f10039,241,0,57,[129 206 169]
peagreen,peagreen,#a0b524,160,181,36,[178 103 193]
peagreen,peagreen,#9fb533,159,181,51,[179 103 188]
peagreen,peagreen,#95b833,149,184,51,[179  98 188]
peagreen,peagreen,#9db540,157,181,64,[178 103 183]
peagreen,peagreen,#93a800,147,168,0,[166 103 195]
peagreen,peagreen,#8aaa00,138,170,0,[166  98 195]
peagreen,peagreen,#9ba511,155,165,17,[166 108 193]
peagreen,peagreen,#92a80f,146,168,15,[166 103 193]
peagreen,peagreen,#9aa625,154,166,37,[166 108 188]
peagreen,peagreen,#91a824,145,168,36,[166 103 188]
peagreen,peagreen,#87aa23,135,170,35,[166  98 188]
peagreen,peagreen,#8fa832,143,168,50,[166 103 183]
peagreen,peagreen,#8d9800,141,152,0,[153 108 191]
peagreen,peagreen,#849a00,132,154,0,[153 103 191]
peagreen,peagreen,#8c9813,140,152,19,[153 108 188]
peagreen,peagreen,#839a12,131,154,18,[153 103 188]
peagreen,peagreen,#8a9825,138,152,37,[153 108 183]
peagreen,peagreen,#819b24,129,155,36,[153 103 183]
peagreen,peagreen,#7e8b00,126,139,0,[140 108 187]
peagreen,peagreen,#748d13,116,141,19,[140 103 183]
khaki,khaki,#c0bc6e,192,188,110,[191 118 168]
khaki,khaki,#bdbc77,189,188,119,[191 118 163]
khaki,khaki,#b4bf77,180,191,119,[191 113 163]
khaki,khaki,#bbbc81,187,188,129,[191 118 158]
khaki,khaki,#b2ae61,178,174,97,[178 118 168]
khaki,khaki,#a9b161,169,177,97,[179 113 168]
khaki,khaki,#b8ac6b,184,172,107,[179 123 163]
khaki,khaki,#afaf6b,175,175,107,[179 118 163]
khaki,khaki,#a6b16a,166,177,106,[178 113 163]
khaki,khaki,#b6ac74,182,172,116,[179 123 158]
khaki,khaki,#adaf74,173,175,116,[179 118 158]
khaki,khaki,#ac9e55,172,158,85,[166 123 168]
khaki,khaki,#a4a154,164,161,84,[166 118 168]
khaki,khaki,#aa9f5e,170,159,94,[166 123 163]
khaki,khaki,#a2a15e,162,161,94,[166 118 163]
khaki,khaki,#a89f68,168,159,104,[166 123 158]
khaki,khaki,#9fa167,159,161,103,[165 118 158]
khaki,khaki,#9c9152,156,145,82,[153 123 163]
khaki,khaki,#949452,148,148,82,[153 118 163]
khaki,khaki,#9a925b,154,146,91,[153 123 158]
orangered,orangered,#ff5226,255,82,38,[152 192 187]
orangered,orangered,#ff5232,255,82,50,[152 192 182]
orangered,orangered,#fc5931,252,89,49,[153 188 183]
orangered,orangered,#ff523c,255,82,60,[152 192 177]
orangered,orangered,#fb5a3b,251,90,59,[153 188 178]
orangered,orangered,#fa5a45,250,90,69,[153 188 173]
orangered,orangered,#f24219,242,66,25,[140 193 188]
orangered,orangered,#ec4b18,236,75,24,[140 188 188]
orangered,orangered,#f24325,242,67,37,[141 193 183]
orangered,orangered,#ec4b24,236,75,36,[141 188 183]
orangered,orangered,#e55223,229,82,35,[140 183 183]
orangered,orangered,#f14330,241,67,48,[140 193 178]
orangered,orangered,#eb4b2f,235,75,47,[140 188 178]
orangered,orangered,#e5532e,229,83,46,[141 183 178]
orangered,orangered,#e45338,228,83,56,[140 183 173]
orangered,orangered,#dc3c00,220,60,0,[128 188 190]
orangered,orangered,#dc3c07,220,60,7,[128 188 188]
orangered,orangered,#db3c18,219,60,24,[127 188 183]
orangered,orangered,#d54416,213,68,22,[127 183 183]
orangered,orangered,#d54422,213,68,34,[128 183 178]
crimson,crimson,#a4151e,164,21,30,[ 89 183 163]
crimson,crimson,#a90027,169,0,39,[ 90 188 158]
crimson,crimson,#a31526,163,21,38,[ 89 183 158]
crimson,crimson,#9e2226,158,34,38,[ 90 178 158]
crimson,crimson,#950000,149,0,0,[ 77 182 172]
crimson,crimson,#950009,149,0,9,[ 78 182 168]
crimson,crimson,#900e08,144,14,8,[ 77 178 168]
crimson,crimson,#950013,149,0,19,[ 78 182 164]
crimson,crimson,#8f0f12,143,15,18,[ 77 178 163]
crimson,crimson,#94001c,148,0,28,[ 77 182 158]
crimson,crimson,#8f0f1b,143,15,27,[ 77 178 158]
crimson,crimson,#930023,147,0,35,[ 77 182 154]
crimson,crimson,#8e1023,142,16,35,[ 77 178 153]
crimson,crimson,#810000,129,0,0,[ 66 176 166]
crimson,crimson,#800006,128,0,6,[ 65 176 164]
crimson,crimson,#800011,128,0,17,[ 65 177 159]
crimson,crimson,#7a0910,122,9,16,[ 64 173 158]
crimson,crimson,#7f0019,127,0,25,[ 65 176 154]
crimson,crimson,#7f0020,127,0,32,[ 65 177 149]
crimson,crimson,#6d0000,109,0,0,[ 54 171 160]
deepblue,deepblue,#1f1c8b,31,28,139,[ 51 168  68]
deepblue,deepblue,#00228b,0,34,139,[ 52 163  68]
deepblue,deepblue,#002393,0,35,147,[ 54 166  65]
deepblue,deepblue,#1e0e76,30,14,118,[ 38 168  73]
deepblue,deepblue,#071576,7,21,118,[ 38 164  73]
deepblue,deepblue,#1d077e,29,7,126,[ 38 173  68]
deepblue,deepblue,#02117e,2,17,126,[ 38 168  68]
deepblue,deepblue,#00177e,0,23,126,[ 41 165  70]
deepblue,deepblue,#001386,0,19,134,[ 42 170  65]
deepblue,deepblue,#000e8e,0,14,142,[ 43 174  61]
deepblue,deepblue,#1c0062,28,0,98,[ 26 168  78]
deepblue,deepblue,#000f62,0,15,98,[ 27 159  79]
deepblue,deepblue,#1b0069,27,0,105,[ 27 170  75]
deepblue,deepblue,#060369,6,3,105,[ 26 168  73]
deepblue,deepblue,#000b69,0,11,105,[ 28 163  75]
deepblue,deepblue,#000071,0,0,113,[ 27 172  69]
deepblue,deepblue,#000671,0,6,113,[ 29 169  70]
deepblue,deepblue,#000079,0,0,121,[ 30 174  66]
deepblue,deepblue,#090056,9,0,86,[ 17 164  80]
deepblue,deepblue,#000055,0,0,85,[ 15 163  80]
springgreen,springgreen,#bfff6b,191,255,107,[238  86 191]
springgreen,springgreen,#c8ff77,200,255,119,[240  90 187]
springgreen,springgreen,#bcff76,188,255,118,[238  86 186]
springgreen,springgreen,#b9ff81,185,255,129,[238  86 181]
springgreen,springgreen,#c2ff8c,194,255,140,[239  90 177]
springgreen,springgreen,#b6ff8c,182,255,140,[238  86 176]
springgreen,springgreen,#caff97,202,255,151,[241  94 172]
springgreen,springgreen,#b2ff96,178,255,150,[238  86 171]
springgreen,springgreen,#c6ffa1,198,255,161,[241  94 167]
springgreen,springgreen,#b9f469,185,244,105,[229  88 188]
springgreen,springgreen,#b7f574,183,245,116,[230  88 183]
springgreen,springgreen,#abf774,171,247,116,[230  83 183]
springgreen,springgreen,#9ff973,159,249,115,[230  78 183]
springgreen,springgreen,#bff27f,191,242,127,[229  93 178]
springgreen,springgreen,#bcf38a,188,243,138,[230  93 173]
springgreen,springgreen,#b3e467,179,228,103,[217  93 183]
springgreen,springgreen,#a8e667,168,230,103,[217  88 183]
springgreen,springgreen,#9de866,157,232,102,[217  83 183]
springgreen,springgreen,#a5e672,165,230,114,[217  88 178]
springgreen,springgreen,#9ae871,154,232,113,[217  83 178]
cream,cream,#ffffb0,255,255,176,[251 116 166]
cream,cream,#ffffba,255,255,186,[252 118 161]
cream,cream,#fbffba,251,255,186,[251 116 161]
cream,cream,#ffffc4,255,255,196,[252 119 156]
cream,cream,#f8ffc4,248,255,196,[251 116 155]
cream,cream,#ffffce,255,255,206,[252 120 152]
cream,cream,#ffffce,255,255,206,[252 120 152]
cream,cream,#ffffd8,255,255,216,[253 122 147]
cream,cream,#fbffd8,251,255,216,[252 120 146]
cream,cream,#fffee2,255,254,226,[253 124 142]
cream,cream,#ffffe2,255,255,226,[254 123 142]
cream,cream,#f9f4a3,249,244,163,[242 118 168]
cream,cream,#fff1ad,255,241,173,[242 123 163]
cream,cream,#f7f4ac,247,244,172,[242 118 163]
cream,cream,#fdf2b7,253,242,183,[243 123 158]
cream,cream,#f4f5b6,244,245,182,[243 118 158]
cream,cream,#ffefc1,255,239,193,[242 126 152]
cream,cream,#faf2c0,250,242,192,[242 123 153]
cream,cream,#f0f5c0,240,245,192,[242 118 153]
cream,cream,#f7f2ca,247,242,202,[242 123 148]
palepink,palepink,#ffeae7,255,234,231,[241 135 132]
palepink,palepink,#ffeaf1,255,234,241,[241 136 127]
palepink,palepink,#ffe7fb,255,231,251,[240 140 121]
palepink,palepink,#ffebfa,255,235,250,[242 137 123]
palepink,palepink,#ffe8ff,255,232,255,[241 140 120]
palepink,palepink,#ffd8d0,255,216,208,[228 140 137]
palepink,palepink,#ffd8d9,255,216,217,[229 142 133]
palepink,palepink,#fadcd9,250,220,217,[230 138 133]
palepink,palepink,#ffd5e3,255,213,227,[227 145 127]
palepink,palepink,#ffd9e3,255,217,227,[230 143 128]
palepink,palepink,#f6dce3,246,220,227,[230 138 128]
palepink,palepink,#ffd6ec,255,214,236,[229 146 123]
palepink,palepink,#fbd9ec,251,217,236,[230 143 123]
palepink,palepink,#ffd2f6,255,210,246,[227 150 116]
palepink,palepink,#ffc6c2,255,198,194,[216 148 138]
palepink,palepink,#fdc7cc,253,199,204,[217 148 133]
palepink,palepink,#f4cacb,244,202,203,[217 143 133]
palepink,palepink,#fac7d5,250,199,213,[217 148 128]
palepink,palepink,#f1cbd5,241,203,213,[217 143 128]
palepink,palepink,#f6c8de,246,200,222,[217 148 123]
yelloworange,yelloworange,#ffca2a,255,202,42,[214 133 206]
yelloworange,yelloworange,#ffca3a,255,202,58,[214 134 202]
yelloworange,yelloworange,#ffca48,255,202,72,[214 134 197]
yelloworange,yelloworange,#fbbc00,251,188,0,[204 138 210]
yelloworange,yelloworange,#ffb618,255,182,24,[201 143 207]
yelloworange,yelloworange,#ffb915,255,185,21,[203 142 208]
yelloworange,yelloworange,#fbbd13,251,189,19,[205 138 208]
yelloworange,yelloworange,#ffb62c,255,182,44,[202 144 202]
yelloworange,yelloworange,#ffb92b,255,185,43,[203 142 203]
yelloworange,yelloworange,#fabd2a,250,189,42,[204 138 203]
yelloworange,yelloworange,#ffb63b,255,182,59,[202 144 197]
yelloworange,yelloworange,#ffb93b,255,185,59,[204 143 198]
yelloworange,yelloworange,#f9bd3a,249,189,58,[204 138 198]
yelloworange,yelloworange,#ffa400,255,164,0,[191 152 207]
yelloworange,yelloworange,#faa800,250,168,0,[191 148 207]
yelloworange,yelloworange,#f2ac00,242,172,0,[192 143 206]
yelloworange,yelloworange,#ebaf00,235,175,0,[191 138 206]
yelloworange,yelloworange,#f9a81a,249,168,26,[191 148 203]
yelloworange,yelloworange,#f2ac18,242,172,24,[192 143 203]
yelloworange,yelloworange,#f1ac2b,241,172,43,[192 143 198]
deeppurple,deeppurple,#3a1a34,58,26,52,[ 38 149 118]
deeppurple,deeppurple,#43103b,67,16,59,[ 38 158 113]
deeppurple,deeppurple,#3a0329,58,3,41,[ 26 158 118]
deeppurple,deeppurple,#340a29,52,10,41,[ 25 153 118]
deeppurple,deeppurple,#2f1029,47,16,41,[ 26 148 118]
deeppurple,deeppurple,#3d0030,61,0,48,[ 27 161 115]
deeppurple,deeppurple,#370430,55,4,48,[ 25 159 113]
deeppurple,deeppurple,#320b30,50,11,48,[ 26 153 113]
deeppurple,deeppurple,#2c1030,44,16,48,[ 26 148 113]
deeppurple,deeppurple,#3a0037,58,0,55,[ 27 161 108]
deeppurple,deeppurple,#340537,52,5,55,[ 26 157 108]
deeppurple,deeppurple,#2e0c37,46,12,55,[ 26 153 108]
deeppurple,deeppurple,#31063e,49,6,62,[ 26 158 103]
deeppurple,deeppurple,#2f001f,47,0,31,[ 16 155 120]
deeppurple,deeppurple,#2a001f,42,0,31,[ 14 153 119]
deeppurple,deeppurple,#24031f,36,3,31,[ 12 149 118]
deeppurple,deeppurple,#2c0025,44,0,37,[ 16 153 115]
deeppurple,deeppurple,#270025,39,0,37,[ 12 153 113]
deeppurple,deeppurple,#29002c,41,0,44,[ 15 155 109]
deeppurple,deeppurple,#24002c,36,0,44,[ 12 153 108]
pinkred,pinkred,#ff4b60,255,75,96,[151 196 157]
pinkred,pinkred,#ff1844,255,24,68,[139 207 167]
pinkred,pinkred,#ff194d,255,25,77,[139 207 162]
pinkred,pinkred,#fb2d4c,251,45,76,[140 203 163]
pinkred,pinkred,#ff1b55,255,27,85,[140 208 158]
pinkred,pinkred,#fa2e55,250,46,85,[140 203 158]
pinkred,pinkred,#f43a54,244,58,84,[140 198 158]
pinkred,pinkred,#f33b5d,243,59,93,[140 198 153]
pinkred,pinkred,#f10039,241,0,57,[129 206 169]
pinkred,pinkred,#f10041,241,0,65,[130 206 164]
pinkred,pinkred,#eb1241,235,18,65,[128 203 163]
pinkred,pinkred,#f0004a,240,0,74,[129 206 158]
pinkred,pinkred,#ea1349,234,19,73,[128 203 158]
pinkred,pinkred,#e42749,228,39,73,[128 198 158]
pinkred,pinkred,#ef0052,239,0,82,[129 206 154]
pinkred,pinkred,#e91451,233,20,81,[128 203 153]
pinkred,pinkred,#e32851,227,40,81,[128 198 153]
pinkred,pinkred,#da003e,218,0,62,[117 200 159]
pinkred,pinkred,#d90046,217,0,70,[117 201 154]
pinkred,pinkred,#d30c45,211,12,69,[115 198 153]
pastelgreen,pastelgreen,#caff97,202,255,151,[241  94 172]
pastelgreen,pastelgreen,#beff97,190,255,151,[239  90 171]
pastelgreen,pastelgreen,#c6ffa1,198,255,161,[241  94 167]
pastelgreen,pastelgreen,#bbffa1,187,255,161,[239  90 166]
pastelgreen,pastelgreen,#aeffa1,174,255,161,[237  86 165]
pastelgreen,pastelgreen,#ceffab,206,255,171,[242  98 163]
pastelgreen,pastelgreen,#c2ffab,194,255,171,[241  94 162]
pastelgreen,pastelgreen,#b6ffab,182,255,171,[239  90 161]
pastelgreen,pastelgreen,#beffb5,190,255,181,[240  94 157]
pastelgreen,pastelgreen,#d1fdbf,209,253,191,[242 103 153]
pastelgreen,pastelgreen,#c6ffbf,198,255,191,[242  98 153]
pastelgreen,pastelgreen,#baffbf,186,255,191,[240  94 152]
pastelgreen,pastelgreen,#cdfdc9,205,253,201,[242 103 148]
pastelgreen,pastelgreen,#b8f394,184,243,148,[230  93 168]
pastelgreen,pastelgreen,#c0f19e,192,241,158,[230  98 163]
pastelgreen,pastelgreen,#b4f39e,180,243,158,[230  93 163]
pastelgreen,pastelgreen,#a8f59d,168,245,157,[229  88 163]
pastelgreen,pastelgreen,#bcf1a8,188,241,168,[230  98 158]
pastelgreen,pastelgreen,#b0f3a8,176,243,168,[229  93 158]
pastelgreen,pastelgreen,#c3efb2,195,239,178,[230 103 153]
sand,sand,#ffe08c,255,224,140,[230 128 173]
sand,sand,#f6e38b,246,227,139,[230 123 173]
sand,sand,#f4e395,244,227,149,[230 123 168]
sand,sand,#ead474,234,212,116,[217 123 178]
sand,sand,#f0d27e,240,210,126,[217 128 173]
sand,sand,#e7d57e,231,213,126,[217 123 173]
sand,sand,#dfd87e,223,216,126,[217 118 173]
sand,sand,#eed288,238,210,136,[217 128 168]
sand,sand,#e5d588,229,213,136,[217 123 168]
sand,sand,#dcd888,220,216,136,[217 118 168]
sand,sand,#e3d592,227,213,146,[217 123 163]
sand,sand,#e3c467,227,196,103,[204 128 178]
sand,sand,#dbc767,219,199,103,[204 123 178]
sand,sand,#e1c471,225,196,113,[204 128 173]
sand,sand,#d9c771,217,199,113,[204 123 173]
sand,sand,#dfc47b,223,196,123,[204 128 168]
sand,sand,#d7c77b,215,199,123,[204 123 168]
sand,sand,#d4c785,212,199,133,[204 123 163]
sand,sand,#d5b65a,213,182,90,[191 128 178]
sand,sand,#ccb95a,204,185,90,[191 123 178]
rust,rust,#b34a12,179,74,18,[115 168 178]
rust,rust,#b24a1f,178,74,31,[115 168 173]
rust,rust,#b84529,184,69,41,[115 173 168]
rust,rust,#b24b29,178,75,41,[115 168 168]
rust,rust,#b14b32,177,75,50,[115 168 163]
rust,rust,#aa3700,170,55,0,[102 173 180]
rust,rust,#a43d00,164,61,0,[102 168 179]
rust,rust,#a93705,169,55,5,[102 173 178]
rust,rust,#a43e03,164,62,3,[102 168 178]
rust,rust,#a93713,169,55,19,[102 173 173]
rust,rust,#a33e12,163,62,18,[102 168 173]
rust,rust,#a8381e,168,56,30,[102 173 168]
rust,rust,#a23e1d,162,62,29,[102 168 168]
rust,rust,#a23e27,162,62,39,[102 168 163]
rust,rust,#9a2a00,154,42,0,[ 89 173 175]
rust,rust,#943100,148,49,0,[ 89 168 175]
rust,rust,#943105,148,49,5,[ 89 168 173]
rust,rust,#943112,148,49,18,[ 89 168 168]
rust,rust,#852400,133,36,0,[ 77 168 171]
rust,rust,#802a00,128,42,0,[ 77 164 170]
lightred,lightred,#ff6963,255,105,99,[162 185 161]
lightred,lightred,#ff6f62,255,111,98,[165 182 163]
lightred,lightred,#ff696c,255,105,108,[163 185 156]
lightred,lightred,#ff6f6b,255,111,107,[165 183 158]
lightred,lightred,#ff4a4f,255,74,79,[150 196 166]
lightred,lightred,#ff534e,255,83,78,[153 193 168]
lightred,lightred,#f95a4e,249,90,78,[153 188 168]
lightred,lightred,#ff4a58,255,74,88,[150 196 161]
lightred,lightred,#ff5357,255,83,87,[153 193 163]
lightred,lightred,#f85b57,248,91,87,[153 188 163]
