Color_Name,Color_Name_Readable,Hex,R,G,B,LAB(OpenCV)
lightred,lightred,#f26156,242,97,86,[153 183 163]
lightred,lightred,#fe5360,254,83,96,[153 193 158]
lightred,lightred,#f75b5f,247,91,95,[153 188 158]
lightred,lightred,#f1615f,241,97,95,[153 183 158]
lightred,lightred,#e84c4b,232,76,75,[140 188 163]
lightred,lightred,#e2534a,226,83,74,[140 183 163]
lightred,lightred,#e74c53,231,76,83,[140 188 158]
lightred,lightred,#e15453,225,84,83,[141 183 158]
lightred,lightred,#db5a53,219,90,83,[141 178 158]
lightred,lightred,#e0545c,224,84,92,[141 183 153]
taupe,taupe,#bcaa7e,188,170,126,[179 128 153]
taupe,taupe,#b9aa87,185,170,135,[179 128 148]
taupe,taupe,#bfa790,191,167,144,[179 133 143]
taupe,taupe,#ae9c71,174,156,113,[166 128 153]
taupe,taupe,#b49a7a,180,154,122,[166 133 148]
taupe,taupe,#ab9c7a,171,156,122,[165 128 148]
taupe,taupe,#b99784,185,151,132,[166 138 143]
taupe,taupe,#b19a83,177,154,131,[166 133 143]
taupe,taupe,#b6978c,182,151,140,[166 138 138]
taupe,taupe,#a08f65,160,143,101,[153 128 153]
taupe,taupe,#ae896e,174,137,110,[153 138 148]
taupe,taupe,#a68c6e,166,140,110,[153 133 148]
taupe,taupe,#9e8f6e,158,143,110,[153 128 148]
taupe,taupe,#ab8a77,171,138,119,[153 138 143]
taupe,taupe,#a38d77,163,141,119,[153 133 143]
taupe,taupe,#a07d62,160,125,98,[141 138 148]
taupe,taupe,#988061,152,128,97,[141 133 148]
taupe,taupe,#908261,144,130,97,[140 128 148]
taupe,taupe,#9e7d6a,158,125,106,[141 138 143]
taupe,taupe,#96806a,150,128,106,[140 133 143]
armygreen,armygreen,#717d39,113,125,57,[128 113 163]
armygreen,armygreen,#6f7d43,111,125,67,[128 113 158]
armygreen,armygreen,#64702d,100,112,45,[115 113 163]
armygreen,armygreen,#627037,98,112,55,[115 113 158]
armygreen,armygreen,#596416,89,100,22,[102 113 168]
armygreen,armygreen,#586421,88,100,33,[102 113 163]
armygreen,armygreen,#56642b,86,100,43,[102 113 158]
armygreen,armygreen,#555500,85,85,0,[ 89 118 170]
armygreen,armygreen,#545608,84,86,8,[ 90 117 168]
armygreen,armygreen,#535616,83,86,22,[ 89 118 163]
armygreen,armygreen,#4b5815,75,88,21,[ 89 113 163]
armygreen,armygreen,#525620,82,86,32,[ 90 118 159]
armygreen,armygreen,#4a5820,74,88,32,[ 89 113 158]
armygreen,armygreen,#505629,80,86,41,[ 89 118 153]
armygreen,armygreen,#484a00,72,74,0,[ 77 118 166]
armygreen,armygreen,#474a09,71,74,9,[ 77 118 163]
armygreen,armygreen,#3f4c08,63,76,8,[ 77 113 163]
armygreen,armygreen,#464a15,70,74,21,[ 77 118 158]
armygreen,armygreen,#3e4c14,62,76,20,[ 77 113 158]
armygreen,armygreen,#3a3f09,58,63,9,[ 64 118 158]
robinseggblue,robinseggblue,#e4ffff,228,255,255,[250 119 125]
robinseggblue,robinseggblue,#b7fff0,183,255,240,[243 103 128]
robinseggblue,robinseggblue,#d6f7fa,214,247,250,[243 118 123]
robinseggblue,robinseggblue,#befcfa,190,252,250,[242 108 123]
robinseggblue,robinseggblue,#b0fff9,176,255,249,[242 103 123]
robinseggblue,robinseggblue,#a2fff9,162,255,249,[241  99 122]
robinseggblue,robinseggblue,#b7fdff,183,253,255,[242 107 120]
robinseggblue,robinseggblue,#a9ffff,169,255,255,[242 102 120]
robinseggblue,robinseggblue,#9bf3e1,155,243,225,[230  98 128]
robinseggblue,robinseggblue,#a2f0eb,162,240,235,[229 103 123]
robinseggblue,robinseggblue,#b6ecf5,182,236,245,[230 113 118]
robinseggblue,robinseggblue,#a9eef5,169,238,245,[230 108 118]
robinseggblue,robinseggblue,#9bf1f5,155,241,245,[230 103 118]
robinseggblue,robinseggblue,#92f1fe,146,241,254,[230 103 113]
robinseggblue,robinseggblue,#99efff,153,239,255,[229 106 112]
robinseggblue,robinseggblue,#9be0e6,155,224,230,[217 108 118]
robinseggblue,robinseggblue,#8ce3e6,140,227,230,[217 103 118]
robinseggblue,robinseggblue,#93e0f0,147,224,240,[217 108 113]
robinseggblue,robinseggblue,#9fdcff,159,220,255,[217 117 105]
robinseggblue,robinseggblue,#90dfff,144,223,255,[217 112 105]
huntergreen,huntergreen,#18441b,24,68,27,[ 64 103 149]
huntergreen,huntergreen,#134424,19,68,36,[ 64 103 143]
huntergreen,huntergreen,#004623,0,70,35,[ 65  98 144]
huntergreen,huntergreen,#1f3700,31,55,0,[ 52 108 156]
huntergreen,huntergreen,#1c3706,28,55,6,[ 51 109 153]
huntergreen,huntergreen,#0b3911,11,57,17,[ 52 102 148]
huntergreen,huntergreen,#003a11,0,58,17,[ 52 100 148]
huntergreen,huntergreen,#163719,22,55,25,[ 51 108 143]
huntergreen,huntergreen,#003a19,0,58,25,[ 52 101 143]
huntergreen,huntergreen,#103721,16,55,33,[ 51 108 138]
huntergreen,huntergreen,#132c00,19,44,0,[ 38 110 149]
huntergreen,huntergreen,#062d00,6,45,0,[ 38 105 149]
huntergreen,huntergreen,#002e00,0,46,0,[ 39 102 150]
huntergreen,huntergreen,#012d03,1,45,3,[ 38 103 148]
huntergreen,huntergreen,#002d0f,0,45,15,[ 38 105 142]
huntergreen,huntergreen,#002e17,0,46,23,[ 40 106 139]
huntergreen,huntergreen,#062100,6,33,0,[ 26 110 143]
huntergreen,huntergreen,#002300,0,35,0,[ 27 108 143]
huntergreen,huntergreen,#012200,1,34,0,[ 27 108 143]
huntergreen,huntergreen,#002300,0,35,0,[ 27 108 143]
greenblue,greenblue,#0fb381,15,179,129,[166  78 143]
greenblue,greenblue,#00b581,0,181,129,[167  77 144]
greenblue,greenblue,#56ae8b,86,174,139,[166  93 138]
greenblue,greenblue,#4dae94,77,174,148,[166  93 133]
greenblue,greenblue,#589e7e,88,158,126,[153  98 138]
greenblue,greenblue,#3a9371,58,147,113,[140  93 138]
greenblue,greenblue,#2f937a,47,147,122,[140  93 133]
greenblue,greenblue,#009583,0,149,131,[141  90 128]
greenblue,greenblue,#1d866d,29,134,109,[128  93 133]
greenblue,greenblue,#00886d,0,136,109,[129  90 134]
greenblue,greenblue,#197959,25,121,89,[115  93 138]
greenblue,greenblue,#007a59,0,122,89,[115  90 138]
greenblue,greenblue,#00796a,0,121,106,[115  96 128]
greenblue,greenblue,#006c55,0,108,85,[103  95 133]
greenblue,greenblue,#006b66,0,107,102,[103 101 123]
greenblue,greenblue,#115d52,17,93,82,[ 89 103 128]
greenblue,greenblue,#005e52,0,94,82,[ 90 101 128]
greenblue,greenblue,#005d62,0,93,98,[ 90 107 118]
greenblue,greenblue,#00523e,0,82,62,[ 77 100 134]
greenblue,greenblue,#00514e,0,81,78,[ 78 106 124]
lightteal,lightteal,#99ffc8,153,255,200,[237  86 145]
lightteal,lightteal,#bdfee6,189,254,230,[242 103 133]
lightteal,lightteal,#b0ffe6,176,255,230,[241  99 132]
lightteal,lightteal,#b5efce,181,239,206,[229 103 138]
lightteal,lightteal,#a9f2ce,169,242,206,[230  98 138]
lightteal,lightteal,#aff0d8,175,240,216,[230 103 133]
lightteal,lightteal,#a7e1c1,167,225,193,[217 103 138]
lightteal,lightteal,#aedfca,174,223,202,[217 108 133]
lightteal,lightteal,#a2e1ca,162,225,202,[217 103 133]
lightteal,lightteal,#94e4ca,148,228,202,[217  98 133]
lightteal,lightteal,#9ad3b3,154,211,179,[204 103 138]
lightteal,lightteal,#8dd5b3,141,213,179,[204  98 138]
lightteal,lightteal,#7fd8b3,127,216,179,[204  93 138]
lightteal,lightteal,#a0d1bc,160,209,188,[204 108 133]
lightteal,lightteal,#94d3bc,148,211,188,[204 103 133]
lightteal,lightteal,#87d6bc,135,214,188,[204  98 133]
lightteal,lightteal,#7fc7a5,127,199,165,[191  98 138]
lightteal,lightteal,#71caa5,113,202,165,[192  93 138]
lightteal,lightteal,#87c5af,135,197,175,[191 103 133]
lightteal,lightteal,#79c8ae,121,200,174,[192  98 133]
cerulean,cerulean,#148fae,20,143,174,[140 108 103]
cerulean,cerulean,#208eb7,32,142,183,[141 113  98]
cerulean,cerulean,#298cc0,41,140,192,[141 118  93]
cerulean,cerulean,#008ec0,0,142,192,[141 114  93]
cerulean,cerulean,#2480a1,36,128,161,[128 113 103]
cerulean,cerulean,#2c7ea9,44,126,169,[127 118  98]
cerulean,cerulean,#0081a9,0,129,169,[128 113  99]
cerulean,cerulean,#0a7fb2,10,127,178,[128 118  93]
cerulean,cerulean,#0081b2,0,129,178,[129 116  94]
cerulean,cerulean,#007fbb,0,127,187,[129 121  88]
cerulean,cerulean,#007ec3,0,126,195,[129 125  84]
cerulean,cerulean,#15729c,21,114,156,[115 118  98]
cerulean,cerulean,#00749c,0,116,156,[116 116  99]
cerulean,cerulean,#1d70a5,29,112,165,[115 123  93]
cerulean,cerulean,#0072a4,0,114,164,[115 120  94]
cerulean,cerulean,#0071ad,0,113,173,[116 124  89]
cerulean,cerulean,#006fbe,0,111,190,[117 132  79]
cerulean,cerulean,#00658f,0,101,143,[102 119  98]
cerulean,cerulean,#006697,0,102,151,[104 122  94]
cerulean,cerulean,#00649f,0,100,159,[104 126  89]
flesh,flesh,#ffdaaa,255,218,170,[227 134 156]
flesh,flesh,#ffdab3,255,218,179,[228 135 152]
flesh,flesh,#ffdbbd,255,219,189,[229 136 147]
flesh,flesh,#ffc99d,255,201,157,[216 141 157]
flesh,flesh,#facc9c,250,204,156,[217 138 158]
flesh,flesh,#ffc5a6,255,197,166,[214 145 152]
flesh,flesh,#ffc9a6,255,201,166,[217 143 153]
flesh,flesh,#f8cca6,248,204,166,[217 138 153]
flesh,flesh,#ffc6b0,255,198,176,[215 145 147]
flesh,flesh,#fec9af,254,201,175,[217 143 148]
flesh,flesh,#f5cdaf,245,205,175,[217 138 148]
flesh,flesh,#fcb790,252,183,144,[204 148 158]
flesh,flesh,#f4bb8f,244,187,143,[204 143 158]
flesh,flesh,#ecbe8f,236,190,143,[204 138 158]
flesh,flesh,#fab899,250,184,153,[204 148 153]
flesh,flesh,#f1bb99,241,187,153,[204 143 153]
flesh,flesh,#e9bf98,233,191,152,[204 138 153]
flesh,flesh,#efbba2,239,187,162,[204 143 148]
flesh,flesh,#e6bfa2,230,191,162,[204 138 148]
flesh,flesh,#e3ae8c,227,174,140,[192 143 153]
orangebrown,orangebrown,#c07100,192,113,0,[141 153 190]
orangebrown,orangebrown,#ba7400,186,116,0,[140 149 190]
orangebrown,orangebrown,#c66d0e,198,109,14,[141 158 188]
orangebrown,orangebrown,#c0710c,192,113,12,[141 153 188]
orangebrown,orangebrown,#b97409,185,116,9,[140 148 188]
orangebrown,orangebrown,#c66d1f,198,109,31,[141 158 183]
orangebrown,orangebrown,#bf711e,191,113,30,[141 153 183]
orangebrown,orangebrown,#b8751d,184,117,29,[141 148 183]
orangebrown,orangebrown,#be712a,190,113,42,[140 153 178]
orangebrown,orangebrown,#bd5c00,189,92,0,[128 163 187]
orangebrown,orangebrown,#b76000,183,96,0,[128 158 187]
orangebrown,orangebrown,#b06400,176,100,0,[127 153 186]
orangebrown,orangebrown,#aa6800,170,104,0,[128 148 186]
orangebrown,orangebrown,#bd5c11,189,92,17,[128 163 183]
orangebrown,orangebrown,#b6600f,182,96,15,[127 158 183]
orangebrown,orangebrown,#b0640d,176,100,13,[128 153 183]
orangebrown,orangebrown,#b6601e,182,96,30,[128 158 178]
orangebrown,orangebrown,#b56029,181,96,41,[128 158 173]
orangebrown,orangebrown,#a75400,167,84,0,[115 158 182]
orangebrown,orangebrown,#a15800,161,88,0,[115 153 182]
slateblue,slateblue,#658994,101,137,148,[140 118 118]
slateblue,slateblue,#6a879d,106,135,157,[140 123 113]
slateblue,slateblue,#5e8a9d,94,138,157,[141 118 113]
slateblue,slateblue,#6f85a6,111,133,166,[140 128 108]
slateblue,slateblue,#6388a6,99,136,166,[141 123 108]
slateblue,slateblue,#587d87,88,125,135,[128 118 118]
slateblue,slateblue,#687890,104,120,144,[128 128 113]
slateblue,slateblue,#5d7b90,93,123,144,[128 123 113]
slateblue,slateblue,#627899,98,120,153,[127 129 108]
slateblue,slateblue,#567b99,86,123,153,[128 123 108]
slateblue,slateblue,#5a79a1,90,121,161,[128 128 103]
slateblue,slateblue,#5c6c83,92,108,131,[115 128 113]
slateblue,slateblue,#516e83,81,110,131,[115 123 113]
slateblue,slateblue,#556c8c,85,108,140,[115 128 108]
slateblue,slateblue,#496e8b,73,110,139,[114 123 108]
slateblue,slateblue,#446276,68,98,118,[102 123 113]
slateblue,slateblue,#49607f,73,96,127,[102 128 108]
slateblue,slateblue,#4d5e87,77,94,135,[102 133 103]
slateblue,slateblue,#44536a,68,83,106,[ 89 128 113]
slateblue,slateblue,#3c5472,60,84,114,[ 89 128 108]
slate,slate,#708795,112,135,149,[140 123 118]
slate,slate,#5e7c7f,94,124,127,[127 118 123]
slate,slate,#637a88,99,122,136,[127 123 118]
slate,slate,#5d6d73,93,109,115,[115 123 123]
slate,slate,#527072,82,112,114,[115 118 123]
slate,slate,#616b7b,97,107,123,[115 128 118]
slate,slate,#576e7b,87,110,123,[115 123 118]
slate,slate,#5c6c83,92,108,131,[115 128 113]
slate,slate,#516166,81,97,102,[102 123 123]
slate,slate,#5f5c6f,95,92,111,[102 133 118]
slate,slate,#555f6e,85,95,110,[102 128 118]
slate,slate,#4b616e,75,97,110,[102 123 118]
slate,slate,#5a5d77,90,93,119,[102 133 113]
slate,slate,#505f76,80,95,118,[102 128 113]
slate,slate,#45555a,69,85,90,[ 89 123 123]
slate,slate,#535062,83,80,98,[ 89 133 118]
slate,slate,#495362,73,83,98,[ 89 128 118]
slate,slate,#4e516a,78,81,106,[ 89 133 113]
slate,slate,#44536a,68,83,106,[ 89 128 113]
slate,slate,#3e4756,62,71,86,[ 77 128 118]
coral,coral,#ff876e,255,135,110,[177 171 162]
coral,coral,#ff8378,255,131,120,[175 174 156]
coral,coral,#ff6e50,255,110,80,[164 181 172]
coral,coral,#ff685a,255,104,90,[161 185 165]
coral,coral,#ff6f59,255,111,89,[164 182 167]
coral,coral,#fc7459,252,116,89,[166 178 168]
coral,coral,#ff6963,255,105,99,[162 185 161]
coral,coral,#ff6f62,255,111,98,[165 182 163]
coral,coral,#fb7562,251,117,98,[166 178 163]
coral,coral,#ff696c,255,105,108,[163 185 156]
coral,coral,#ff6f6b,255,111,107,[165 183 158]
coral,coral,#fa756b,250,117,107,[166 178 158]
coral,coral,#ff534e,255,83,78,[153 193 168]
coral,coral,#f95a4e,249,90,78,[153 188 168]
coral,coral,#f3614d,243,97,77,[153 183 168]
coral,coral,#ff5357,255,83,87,[153 193 163]
coral,coral,#f85b57,248,91,87,[153 188 163]
coral,coral,#f26156,242,97,86,[153 183 163]
coral,coral,#eb6756,235,103,86,[153 178 163]
coral,coral,#fe5360,254,83,96,[153 193 158]
blueviolet,blueviolet,#796eff,121,110,255,[139 170  57]
blueviolet,blueviolet,#6c5ac7,108,90,199,[115 163  73]
blueviolet,blueviolet,#7446f3,116,70,243,[115 188  48]
blueviolet,blueviolet,#6450a8,100,80,168,[102 158  83]
blueviolet,blueviolet,#5c51b1,92,81,177,[102 158  78]
blueviolet,blueviolet,#6849b9,104,73,185,[102 168  73]
blueviolet,blueviolet,#5e4db9,94,77,185,[102 163  73]
blueviolet,blueviolet,#5f4ac2,95,74,194,[102 168  68]
blueviolet,blueviolet,#6f37dc,111,55,220,[102 188  53]
blueviolet,blueviolet,#7031e5,112,49,229,[102 193  48]
blueviolet,blueviolet,#7d0af6,125,10,246,[102 208  38]
blueviolet,blueviolet,#7220f6,114,32,246,[102 203  38]
blueviolet,blueviolet,#7d00ff,125,0,255,[103 211  34]
blueviolet,blueviolet,#5941a3,89,65,163,[ 90 163  78]
blueviolet,blueviolet,#4e45a3,78,69,163,[ 89 158  78]
blueviolet,blueviolet,#513eb4,81,62,180,[ 89 168  68]
blueviolet,blueviolet,#5f2fc5,95,47,197,[ 89 183  58]
blueviolet,blueviolet,#7600df,118,0,223,[ 93 204  45]
blueviolet,blueviolet,#6c00e8,108,0,232,[ 92 205  40]
blueviolet,blueviolet,#5c00d1,92,0,209,[ 80 199  45]
ochre,ochre,#d1a529,209,165,41,[178 133 193]
ochre,ochre,#caa828,202,168,40,[179 128 193]
ochre,ochre,#d0a537,208,165,55,[178 133 188]
ochre,ochre,#c9a836,201,168,54,[179 128 188]
ochre,ochre,#cb9500,203,149,0,[166 138 197]
ochre,ochre,#c39800,195,152,0,[166 133 197]
ochre,ochre,#bc9b00,188,155,0,[166 128 197]
ochre,ochre,#b49e00,180,158,0,[166 123 196]
ochre,ochre,#ca9519,202,149,25,[166 138 193]
ochre,ochre,#c39818,195,152,24,[166 133 193]
ochre,ochre,#bb9b17,187,155,23,[166 128 193]
ochre,ochre,#c29829,194,152,41,[166 133 188]
ochre,ochre,#ba9b28,186,155,40,[166 128 188]
ochre,ochre,#bb8801,187,136,1,[153 138 193]
ochre,ochre,#b48b00,180,139,0,[153 133 193]
ochre,ochre,#ac8e00,172,142,0,[153 128 193]
ochre,ochre,#ba881a,186,136,26,[153 138 188]
ochre,ochre,#b38b19,179,139,25,[153 133 188]
ochre,ochre,#ac7b00,172,123,0,[140 138 189]
ochre,ochre,#a57e00,165,126,0,[140 133 189]
leafgreen,leafgreen,#75ae0a,117,174,10,[166  88 193]
leafgreen,leafgreen,#73ae22,115,174,34,[166  88 188]
leafgreen,leafgreen,#67b021,103,176,33,[166  83 188]
leafgreen,leafgreen,#7bac31,123,172,49,[166  93 183]
leafgreen,leafgreen,#79ac3d,121,172,61,[166  93 178]
leafgreen,leafgreen,#66a000,102,160,0,[153  88 190]
leafgreen,leafgreen,#5ba200,91,162,0,[153  84 190]
leafgreen,leafgreen,#65a10e,101,161,14,[154  88 188]
leafgreen,leafgreen,#6e9f23,110,159,35,[153  93 183]
leafgreen,leafgreen,#63a122,99,161,34,[153  88 183]
leafgreen,leafgreen,#6c9f30,108,159,48,[153  93 178]
leafgreen,leafgreen,#60a130,96,161,48,[153  88 178]
leafgreen,leafgreen,#699f3c,105,159,60,[153  93 173]
leafgreen,leafgreen,#5da13b,93,161,59,[153  88 173]
leafgreen,leafgreen,#4a9500,74,149,0,[140  83 185]
leafgreen,leafgreen,#559310,85,147,16,[140  88 183]
leafgreen,leafgreen,#48950f,72,149,15,[140  83 183]
leafgreen,leafgreen,#5e9222,94,146,34,[141  93 178]
leafgreen,leafgreen,#539322,83,147,34,[140  88 178]
leafgreen,leafgreen,#478600,71,134,0,[128  88 182]
electricblue,electricblue,#267dff,38,125,255,[139 150  57]
electricblue,electricblue,#006fff,0,111,255,[128 157  50]
electricblue,electricblue,#006cff,0,108,255,[126 160  48]
electricblue,electricblue,#0060fc,0,96,252,[118 166  45]
electricblue,electricblue,#2e54ff,46,84,255,[114 176  40]
electricblue,electricblue,#0059ff,0,89,255,[114 171  41]
electricblue,electricblue,#004df6,0,77,246,[105 175  40]
electricblue,electricblue,#004aff,0,74,255,[106 180  35]
electricblue,electricblue,#4332ff,67,50,255,[100 195  31]
electricblue,electricblue,#273aff,39,58,255,[100 190  31]
electricblue,electricblue,#0041ff,0,65,255,[101 185  32]
electricblue,electricblue,#2524f9,37,36,249,[ 89 198  28]
electricblue,electricblue,#0035f9,0,53,249,[ 94 190  31]
electricblue,electricblue,#3d05ff,61,5,255,[ 88 207  24]
electricblue,electricblue,#1f1bff,31,27,255,[ 88 202  24]
electricblue,electricblue,#0027ff,0,39,255,[ 90 198  25]
electricblue,electricblue,#150fff,21,15,255,[ 85 205  22]
electricblue,electricblue,#1a00f3,26,0,243,[ 80 204  25]
electricblue,electricblue,#0007f3,0,7,243,[ 79 203  25]
electricblue,electricblue,#0000fc,0,0,252,[ 82 206  21]
seablue,seablue,#0091ae,0,145,174,[141 106 104]
seablue,seablue,#0082a1,0,130,161,[128 109 103]
seablue,seablue,#0081a9,0,129,169,[128 113  99]
seablue,seablue,#0081b2,0,129,178,[129 116  94]
seablue,seablue,#25738b,37,115,139,[115 113 108]
seablue,seablue,#00758b,0,117,139,[115 109 108]
seablue,seablue,#087394,8,115,148,[115 114 103]
seablue,seablue,#007693,0,118,147,[117 111 105]
seablue,seablue,#15729c,21,114,156,[115 118  98]
seablue,seablue,#00749c,0,116,156,[116 116  99]
seablue,seablue,#0072a4,0,114,164,[115 120  94]
seablue,seablue,#11677e,17,103,126,[102 113 108]
seablue,seablue,#00697e,0,105,126,[104 110 109]
seablue,seablue,#1a6587,26,101,135,[102 118 103]
seablue,seablue,#006787,0,103,135,[103 115 103]
seablue,seablue,#21638f,33,99,143,[102 123  98]
seablue,seablue,#00658f,0,101,143,[102 119  98]
seablue,seablue,#006697,0,102,151,[104 122  94]
seablue,seablue,#00597a,0,89,122,[ 90 118 103]
seablue,seablue,#005982,0,89,130,[ 91 121  99]
midnightblue,midnightblue,#091d30,9,29,48,[ 26 128 113]
midnightblue,midnightblue,#1a163e,26,22,62,[ 26 144 103]
midnightblue,midnightblue,#0e193e,14,25,62,[ 26 138 103]
midnightblue,midnightblue,#001b3d,0,27,61,[ 26 133 104]
midnightblue,midnightblue,#0f1745,15,23,69,[ 26 144  98]
midnightblue,midnightblue,#001c45,0,28,69,[ 28 136 100]
midnightblue,midnightblue,#0e0d2c,14,13,44,[ 12 139 107]
midnightblue,midnightblue,#01102c,1,16,44,[ 14 132 108]
midnightblue,midnightblue,#00132c,0,19,44,[ 15 132 109]
midnightblue,midnightblue,#0f0a32,15,10,50,[ 12 143 103]
midnightblue,midnightblue,#030e32,3,14,50,[ 14 138 104]
midnightblue,midnightblue,#001132,0,17,50,[ 15 134 104]
midnightblue,midnightblue,#100739,16,7,57,[ 12 149  98]
midnightblue,midnightblue,#020b39,2,11,57,[ 12 143  98]
midnightblue,midnightblue,#000e39,0,14,57,[ 14 141  99]
midnightblue,midnightblue,#020022,2,0,34,[  3 136 109]
midnightblue,midnightblue,#000021,0,0,33,[  2 136 110]
midnightblue,midnightblue,#070028,7,0,40,[  5 139 106]
midnightblue,midnightblue,#000028,0,0,40,[  3 138 105]
midnightblue,midnightblue,#00002e,0,0,46,[  5 141 101]
steelblue,steelblue,#84a2b8,132,162,184,[166 123 113]
steelblue,steelblue,#8292ab,130,146,171,[153 128 113]
steelblue,steelblue,#7794ab,119,148,171,[153 123 113]
steelblue,steelblue,#7c92b3,124,146,179,[153 128 108]
steelblue,steelblue,#7095b3,112,149,179,[153 123 108]
steelblue,steelblue,#6a879d,106,135,157,[140 123 113]
steelblue,steelblue,#6f85a6,111,133,166,[140 128 108]
steelblue,steelblue,#6388a6,99,136,166,[141 123 108]
steelblue,steelblue,#687890,104,120,144,[128 128 113]
steelblue,steelblue,#5d7b90,93,123,144,[128 123 113]
steelblue,steelblue,#6d7699,109,118,153,[128 133 108]
steelblue,steelblue,#627899,98,120,153,[127 129 108]
steelblue,steelblue,#567b99,86,123,153,[128 123 108]
steelblue,steelblue,#5a79a1,90,121,161,[128 128 103]
steelblue,steelblue,#5c6c83,92,108,131,[115 128 113]
steelblue,steelblue,#516e83,81,110,131,[115 123 113]
steelblue,steelblue,#556c8c,85,108,140,[115 128 108]
steelblue,steelblue,#496e8b,73,110,139,[114 123 108]
steelblue,steelblue,#4d6c94,77,108,148,[115 128 103]
steelblue,steelblue,#446276,68,98,118,[102 123 113]
brick,brick,#bd584f,189,88,79,[128 168 153]
brick,brick,#b74532,183,69,50,[115 173 163]
brick,brick,#b14b32,177,75,50,[115 168 163]
brick,brick,#b04b3b,176,75,59,[115 168 158]
brick,brick,#af4b43,175,75,67,[115 168 153]
brick,brick,#a85043,168,80,67,[115 163 152]
brick,brick,#a7514b,167,81,75,[115 163 148]
brick,brick,#a8381e,168,56,30,[102 173 168]
brick,brick,#a83827,168,56,39,[102 173 163]
brick,brick,#a23e27,162,62,39,[102 168 163]
brick,brick,#a73830,167,56,48,[102 173 158]
brick,brick,#a13e2f,161,62,47,[102 168 158]
brick,brick,#a03f38,160,63,56,[102 168 153]
brick,brick,#9a4437,154,68,55,[102 163 153]
brick,brick,#9f3f40,159,63,64,[102 168 148]
brick,brick,#994440,153,68,64,[102 163 148]
brick,brick,#914947,145,73,71,[102 158 143]
brick,brick,#992a13,153,42,19,[ 89 173 168]
brick,brick,#93311c,147,49,28,[ 89 168 163]
brick,brick,#8a3834,138,56,52,[ 89 163 148]
palepurple,palepurple,#e4ccf1,228,204,241,[217 143 113]
palepurple,palepurple,#dabed9,218,190,217,[204 143 118]
palepurple,palepurple,#d1c1d9,209,193,217,[204 138 118]
palepurple,palepurple,#dbbbec,219,187,236,[204 148 108]
palepurple,palepurple,#d6bcf5,214,188,245,[204 148 103]
palepurple,palepurple,#dfb5ff,223,181,255,[203 156  97]
palepurple,palepurple,#d5b9ff,213,185,255,[203 151  97]
palepurple,palepurple,#ccb0cb,204,176,203,[191 143 118]
palepurple,palepurple,#c8b0d4,200,176,212,[191 143 113]
palepurple,palepurple,#d4a5ff,212,165,255,[191 162  90]
palepurple,palepurple,#cba8ff,203,168,255,[191 157  90]
palepurple,palepurple,#bfa3bd,191,163,189,[179 143 118]
palepurple,palepurple,#c3a0c7,195,160,199,[179 148 113]
palepurple,palepurple,#ba92b0,186,146,176,[166 148 118]
palepurple,palepurple,#b0849a,176,132,154,[153 148 123]
palepurple,palepurple,#a7889a,167,136,154,[153 143 123]
palepurple,palepurple,#a388a2,163,136,162,[153 143 118]
palepurple,palepurple,#a885ab,168,133,171,[153 148 113]
palepurple,palepurple,#a67495,166,116,149,[140 153 118]
palepurple,palepurple,#9e7895,158,120,149,[140 148 118]
mediumblue,mediumblue,#317cb2,49,124,178,[127 123  93]
mediumblue,mediumblue,#0a7fb2,10,127,178,[128 118  93]
mediumblue,mediumblue,#367bbb,54,123,187,[128 128  88]
mediumblue,mediumblue,#007fbb,0,127,187,[129 121  88]
mediumblue,mediumblue,#3a78c3,58,120,195,[127 133  83]
mediumblue,mediumblue,#1d7bc3,29,123,195,[128 128  83]
mediumblue,mediumblue,#3a6bad,58,107,173,[114 133  88]
mediumblue,mediumblue,#0071ad,0,113,173,[116 124  89]
mediumblue,mediumblue,#276cb6,39,108,182,[115 133  83]
mediumblue,mediumblue,#006fb6,0,111,182,[116 129  83]
mediumblue,mediumblue,#2b6abe,43,106,190,[115 138  78]
mediumblue,mediumblue,#006dbe,0,109,190,[115 133  78]
mediumblue,mediumblue,#006fbe,0,111,190,[117 132  79]
mediumblue,mediumblue,#006dc7,0,109,199,[117 137  74]
mediumblue,mediumblue,#0362a0,3,98,160,[102 128  88]
mediumblue,mediumblue,#00649f,0,100,159,[104 126  89]
mediumblue,mediumblue,#0a60a8,10,96,168,[102 133  83]
mediumblue,mediumblue,#0063a8,0,99,168,[104 131  84]
mediumblue,mediumblue,#0f5eb0,15,94,176,[102 138  78]
mediumblue,mediumblue,#0061b0,0,97,176,[104 135  79]
burntsienna,burntsienna,#bb5c2a,187,92,42,[128 163 173]
burntsienna,burntsienna,#ba5c34,186,92,52,[127 163 168]
burntsienna,burntsienna,#b34a12,179,74,18,[115 168 178]
burntsienna,burntsienna,#b8451f,184,69,31,[115 173 173]
burntsienna,burntsienna,#b24a1f,178,74,31,[115 168 173]
burntsienna,burntsienna,#ac4f1e,172,79,30,[115 163 173]
burntsienna,burntsienna,#b24b29,178,75,41,[115 168 168]
burntsienna,burntsienna,#ab5028,171,80,40,[115 163 168]
burntsienna,burntsienna,#aa3700,170,55,0,[102 173 180]
burntsienna,burntsienna,#9e4302,158,67,2,[102 163 178]
burntsienna,burntsienna,#a33e12,163,62,18,[102 168 173]
burntsienna,burntsienna,#9d4311,157,67,17,[102 163 173]
